 Diffraction intensities for potential:-1x1interp10001.in                      
#     -5    -2       2.3327794571E-005
#     -5    -1       3.8465911447E-004
#     -5     0       9.1594921152E-004
#     -5     1       2.7596666161E-003
#     -5     2       2.9304350297E-003
#     -5     3       1.3784025259E-003
#     -5     4       7.1041166384E-004
#     -5     5       1.0719822892E-004
#     -5     6       1.2338499616E-005
#     -4    -3       4.3699761649E-005
#     -4    -2       5.9710914117E-004
#     -4    -1       2.0556802379E-003
#     -4     0       9.9732085656E-003
#     -4     1       1.2155594721E-002
#     -4     2       8.6567529359E-003
#     -4     3       5.2149187985E-003
#     -4     4       3.1864251953E-003
#     -4     5       3.0405704759E-004
#     -4     6       4.3439257616E-005
#     -3    -3       2.0553058180E-004
#     -3    -2       2.5393105436E-003
#     -3    -1       1.3248850645E-002
#     -3     0       3.0696499550E-002
#     -3     1       2.0826924591E-002
#     -3     2       1.1499569664E-002
#     -3     3       1.8778423150E-002
#     -3     4       3.5947790526E-003
#     -3     5       1.1356918165E-003
#     -2    -4       1.2129219223E-004
#     -2    -3       3.8327906664E-004
#     -2    -2       1.5684997055E-002
#     -2    -1       3.8760606957E-002
#     -2     0       4.2211687255E-002
#     -2     1       1.5602782254E-002
#     -2     2       3.7448806897E-002
#     -2     3       2.2236585893E-002
#     -2     4       1.3041472471E-002
#     -2     5       2.5440523856E-004
#     -1    -4       9.4931209008E-004
#     -1    -3       1.3059970896E-003
#     -1    -2       2.6359296279E-002
#     -1    -1       5.7482272458E-002
#     -1     0       9.9572415390E-003
#     -1     1       3.1526854282E-003
#     -1     2       7.5655088415E-002
#     -1     3       4.3286530294E-002
#     -1     4       6.7483337426E-004
#      0    -4       1.8420730522E-003
#      0    -3       2.7838895609E-003
#      0    -2       1.4317855154E-002
#      0    -1       1.9518649086E-002
#      0     0       7.6994110279E-002
#      0     1       5.3646861778E-002
#      0     2       2.8018799687E-002
#      1    -3       1.6450776145E-002
#      1    -2       9.5034792847E-002
#      1    -1       3.2687785797E-002
#      1     0       4.8988141669E-002
#      1     1       4.8074718163E-002
#     -9     2       1.3326686496E-006
#     -9     3       1.8353428827E-005
#     -9     4       2.4843765774E-005
#     -9     5       1.3785110993E-005
#     -8     1       3.2656042006E-006
#     -8     2       2.7535069758E-005
#     -8     3       3.1058148997E-005
#     -8     4       1.8408075902E-004
#     -8     5       5.0738918992E-005
#     -8     6       1.8338663494E-006
#     -7    -1       8.4613446923E-008
#     -7     0       6.3035011947E-006
#     -7     1       2.6533698684E-005
#     -7     2       1.5107368350E-004
#     -7     3       2.8478199024E-004
#     -7     4       7.4597685074E-005
#     -7     5       5.9933045197E-005
#     -7     6       2.0756977239E-006
#     -6    -2       2.8409537699E-008
#     -6    -1       9.4603389228E-006
#     -6     0       1.8826669308E-004
#     -6     1       4.6271552362E-004
#     -6     2       7.3446238149E-004
#     -6     3       4.7407889032E-004
#     -6     4       2.2130285924E-004
#     -6     5       7.0210073954E-005
#     -6     6       1.8843514561E-005
#     -5    -2       3.5297227328E-005
#     -5    -1       3.8096025210E-004
#     -5     0       9.7182368049E-004
#     -5     1       2.7703527129E-003
#     -5     2       2.8996251571E-003
#     -5     3       1.3995901955E-003
#     -5     4       6.8286818079E-004
#     -5     5       1.0439401042E-004
#     -5     6       1.8450699906E-005
#     -4    -3       7.2216302627E-005
#     -4    -2       5.5072727214E-004
#     -4    -1       2.0995542517E-003
#     -4     0       1.0139908222E-002
#     -4     1       1.2153920727E-002
#     -4     2       8.5767020367E-003
#     -4     3       5.2447850256E-003
#     -4     4       3.1543627877E-003
#     -4     5       2.6831750760E-004
#     -4     6       6.0144091089E-005
#     -3    -3       3.9807172157E-004
#     -3    -2       2.4933422826E-003
#     -3    -1       1.3022873378E-002
#     -3     0       3.1307871233E-002
#     -3     1       2.0669840808E-002
#     -3     2       1.0826857816E-002
#     -3     3       1.9744232885E-002
#     -3     4       3.1968156826E-003
#     -3     5       9.7629302948E-004
#     -2    -4       9.3630383037E-005
#     -2    -3       9.4912968556E-004
#     -2    -2       1.4048502088E-002
#     -2    -1       3.9244732630E-002
#     -2     0       4.2714716631E-002
#     -2     1       1.5312410939E-002
#     -2     2       3.6334389559E-002
#     -2     3       2.5476488790E-002
#     -2     4       1.0311837365E-002
#     -1    -4       6.7871429887E-005
#     -1    -3       2.7795531608E-003
#     -1    -2       2.3826460134E-002
#     -1    -1       5.7012169680E-002
#     -1     0       9.4123079661E-003
#     -1     1       2.0298552203E-003
#     -1     2       7.9351422347E-002
#     -1     3       3.6495645447E-002
#     -1     4       2.4380049425E-003
#      0    -4       1.6709720450E-004
#      0    -3       5.6382484960E-003
#      0    -2       1.3098585233E-002
#      0    -1       1.8156305895E-002
#      0     0       8.0964114659E-002
#      0     1       4.9802329203E-002
#      0     2       2.6794981085E-002
#      1    -3       2.0748537453E-002
#      1    -2       9.0494644717E-002
#      1    -1       3.6629032779E-002
#      1     0       5.5164655967E-002
#      1     1       4.7080404418E-002
#     -9     2       1.5161074711E-006
#     -9     3       1.7360234768E-005
#     -9     4       2.2063354982E-005
#     -9     5       1.1640239554E-005
#     -8     1       3.9647274050E-006
#     -8     2       2.5678082630E-005
#     -8     3       3.1207586992E-005
#     -8     4       2.0055721071E-004
#     -8     5       3.1258865696E-005
#     -8     6       1.2867265456E-006
#     -7    -1       1.0690489514E-006
#     -7     0       8.9880162595E-006
#     -7     1       2.9652869772E-005
#     -7     2       1.6166263331E-004
#     -7     3       2.9661290651E-004
#     -7     4       7.0667470835E-005
#     -7     5       6.4240312561E-005
#     -7     6       1.6856594500E-006
#     -6    -2       2.5886313235E-006
#     -6    -1       1.3807534467E-005
#     -6     0       1.8943386390E-004
#     -6     1       4.8701801865E-004
#     -6     2       7.2487532113E-004
#     -6     3       4.7090720117E-004
#     -6     4       2.3335893161E-004
#     -6     5       8.4451058488E-005
#     -6     6       8.7254925439E-006
#     -5    -2       4.1866707717E-005
#     -5    -1       4.0491703840E-004
#     -5     0       1.0126780887E-003
#     -5     1       2.8066622734E-003
#     -5     2       2.9251159186E-003
#     -5     3       1.3760531136E-003
#     -5     4       7.0801928698E-004
#     -5     5       1.0716487347E-004
#     -5     6       7.7383308532E-006
#     -4    -3       1.0524573898E-004
#     -4    -2       5.9216191261E-004
#     -4    -1       2.1995398113E-003
#     -4     0       1.0215179789E-002
#     -4     1       1.2265090098E-002
#     -4     2       8.8528095420E-003
#     -4     3       5.0013510473E-003
#     -4     4       3.3681304439E-003
#     -4     5       1.7197450946E-004
#     -4     6       4.6548877037E-005
#     -3    -3       3.9544852993E-004
#     -3    -2       2.6945921885E-003
#     -3    -1       1.3034201977E-002
#     -3     0       3.1173317754E-002
#     -3     1       2.1335016610E-002
#     -3     2       1.1021812321E-002
#     -3     3       1.8812755494E-002
#     -3     4       3.3814139872E-003
#     -3     5       8.8539652376E-004
#     -2    -4       4.8693155241E-005
#     -2    -3       1.0244940384E-003
#     -2    -2       1.4614762520E-002
#     -2    -1       3.7661607534E-002
#     -2     0       4.3422145061E-002
#     -2     1       1.5966077588E-002
#     -2     2       3.5173753354E-002
#     -2     3       2.3239380872E-002
#     -2     4       1.1280493655E-002
#     -1    -4       1.6258402612E-005
#     -1    -3       2.8353373506E-003
#     -1    -2       2.3954164084E-002
#     -1    -1       5.4837122278E-002
#     -1     0       9.6760108763E-003
#     -1     1       1.8125475171E-003
#     -1     2       7.8524338475E-002
#     -1     3       4.0093317388E-002
#     -1     4       7.0914460449E-005
#      0    -4       6.9161854463E-005
#      0    -3       5.7296483235E-003
#      0    -2       1.4228158112E-002
#      0    -1       1.8378923948E-002
#      0     0       8.2062914842E-002
#      0     1       4.6437676934E-002
#      0     2       2.7013471707E-002
#      1    -3       2.0608585673E-002
#      1    -2       9.3074826436E-002
#      1    -1       3.4944845899E-002
#      1     0       6.3673674621E-002
#      1     1       4.1388107920E-002
#     -9     2       1.4937609334E-006
#     -9     3       1.8282767237E-005
#     -9     4       2.6998347546E-005
#     -9     5       9.5162587076E-006
#     -8     0       2.8273271362E-007
#     -8     1       4.6052201370E-006
#     -8     2       2.7115705494E-005
#     -8     3       3.0115228092E-005
#     -8     4       1.8206248377E-004
#     -8     5       4.4784828157E-005
#     -8     6       8.0253550200E-007
#     -7    -1       2.2046302419E-008
#     -7     0       6.8133045786E-006
#     -7     1       2.9069038966E-005
#     -7     2       1.6073548212E-004
#     -7     3       2.8453862998E-004
#     -7     4       8.0243488912E-005
#     -7     5       6.1013812314E-005
#     -7     6       2.3018911115E-006
#     -6    -2       1.2887940717E-007
#     -6    -1       1.3473895415E-005
#     -6     0       2.0941481570E-004
#     -6     1       5.0299276716E-004
#     -6     2       7.4695980332E-004
#     -6     3       4.9294477856E-004
#     -6     4       2.3108426140E-004
#     -6     5       6.9748953323E-005
#     -6     6       9.1192713130E-006
#     -5    -2       4.1954934547E-005
#     -5    -1       4.5839992316E-004
#     -5     0       1.0177416512E-003
#     -5     1       2.8537357817E-003
#     -5     2       2.9322351476E-003
#     -5     3       1.3911987170E-003
#     -5     4       6.8835517670E-004
#     -5     5       8.8689952613E-005
#     -5     6       4.4777322255E-006
#     -4    -3       8.3971404739E-005
#     -4    -2       6.9759018855E-004
#     -4    -1       2.2372731376E-003
#     -4     0       1.0364294238E-002
#     -4     1       1.2352963140E-002
#     -4     2       9.1485734299E-003
#     -4     3       4.8531504329E-003
#     -4     4       3.1765568785E-003
#     -4     5       1.8089127528E-004
#     -4     6       3.2759110717E-005
#     -3    -4       1.5964961972E-005
#     -3    -3       4.8660214087E-004
#     -3    -2       2.7181452289E-003
#     -3    -1       1.3197918125E-002
#     -3     0       3.1027776434E-002
#     -3     1       2.1895038988E-002
#     -3     2       1.1225283497E-002
#     -3     3       1.8213889109E-002
#     -3     4       3.1464698081E-003
#     -3     5       1.0115348082E-003
#     -2    -4       4.0671097857E-005
#     -2    -3       9.8265230998E-004
#     -2    -2       1.5031093696E-002
#     -2    -1       3.6581152630E-002
#     -2     0       4.3712130561E-002
#     -2     1       1.6748653232E-002
#     -2     2       3.4333840280E-002
#     -2     3       2.2407960632E-002
#     -2     4       1.2667019356E-002
#     -1    -4       8.6170407134E-006
#     -1    -3       2.8332135028E-003
#     -1    -2       2.4384503154E-002
#     -1    -1       5.2536771620E-002
#     -1     0       1.0127008054E-002
#     -1     1       1.7018591832E-003
#     -1     2       7.9104289395E-002
#     -1     3       3.9788885256E-002
#      0    -4       2.5991561406E-004
#      0    -3       5.9550246360E-003
#      0    -2       1.5764308403E-002
#      0    -1       1.8071870426E-002
#      0     0       8.2047885415E-002
#      0     1       4.4564892972E-002
#      0     2       2.5083237315E-002
#      1    -3       2.1180294679E-002
#      1    -2       9.4399265027E-002
#      1    -1       3.2531486748E-002
#      1     0       6.9481507975E-002
#      1     1       3.8879750698E-002
#     -9     2       1.4784358417E-006
#     -9     3       1.7144058690E-005
#     -9     4       2.3305222600E-005
#     -9     5       9.6616081821E-006
#     -8     0       2.4458166968E-008
#     -8     1       7.1488782136E-006
#     -8     2       2.5696450308E-005
#     -8     3       3.0713979259E-005
#     -8     4       1.9683230180E-004
#     -8     5       2.9362663728E-005
#     -8     6       2.8606328168E-006
#     -7    -1       1.7054194874E-007
#     -7     0       9.4704503375E-006
#     -7     1       3.3352555311E-005
#     -7     2       1.6231236412E-004
#     -7     3       2.8569046125E-004
#     -7     4       7.2645872619E-005
#     -7     5       7.1993341479E-005
#     -7     6       1.4017481613E-007
#     -6    -2       1.5833228991E-006
#     -6    -1       1.3902017234E-005
#     -6     0       2.2898240630E-004
#     -6     1       5.1668796548E-004
#     -6     2       7.4328639891E-004
#     -6     3       4.7053741836E-004
#     -6     4       2.4325774977E-004
#     -6     5       1.0428751807E-004
#     -6     6       5.9253464609E-006
#     -5    -3       4.1494405978E-006
#     -5    -2       4.3851052461E-005
#     -5    -1       4.9253481354E-004
#     -5     0       1.0520975581E-003
#     -5     1       2.8905929571E-003
#     -5     2       2.9396882851E-003
#     -5     3       1.2591735666E-003
#     -5     4       8.3119043348E-004
#     -5     5       1.4592022723E-004
#     -5     6       1.9112796582E-005
