 Diffraction intensities for potential:smallensembletest10001.in               
#      8    12       1.3877143306E-003
#      8    13       6.7009444972E-005
#      8    14       5.8781945270E-005
#      9   -22       3.4470942067E-004
#      9   -21       2.6033417336E-005
#      9   -20       3.0685590456E-005
#      9   -19       1.2807169082E-004
#      9   -18       1.6233977470E-003
#      9   -17       5.2220316887E-004
#      9   -16       7.6810618260E-006
#      9   -15       1.8120656282E-004
#      9   -14       3.2989261873E-004
#      9   -13       4.7219713959E-004
#      9   -12       1.2254988963E-005
#      9   -11       2.3013627632E-004
#      9   -10       1.9699629307E-004
#      9    -9       1.9689223443E-004
#      9    -8       2.2066664984E-005
#      9    -7       1.3848568752E-004
#      9    -6       1.2432609997E-004
#      9    -5       1.7616122747E-004
#      9    -4       3.2435478854E-006
#      9    -3       1.6023897078E-005
#      9    -2       4.6306455858E-004
#      9    -1       7.8607223423E-004
#      9     0       2.8187680804E-005
#      9     1       2.7342313781E-004
#      9     2       4.4649323081E-004
#      9     3       4.2287139634E-004
#      9     4       1.8922384124E-005
#      9     5       1.0397777785E-004
#      9     6       3.5012688482E-004
#      9     7       1.0259627917E-004
#      9     8       7.6190697133E-007
#      9     9       7.2175563146E-004
#      9    10       3.8477292574E-004
#      9    11       2.7561826614E-004
#      9    12       6.5749886502E-005
#      9    13       3.0323811446E-004
#     10   -22       6.0413619207E-005
#     10   -21       1.4248226440E-004
#     10   -20       9.9341601960E-004
#     10   -19       4.7581762537E-005
#     10   -18       5.2082198863E-006
#     10   -17       8.6371155609E-004
#     10   -16       2.6222736939E-004
#     10   -15       1.2616310100E-004
#     10   -14       6.4555267181E-007
#     10   -13       1.9810145050E-004
#     10   -12       1.2994691037E-003
#     10   -11       6.4522003259E-004
#     10   -10       1.3549866804E-005
#     10    -9       4.4923517378E-005
#     10    -8       9.1319900868E-005
#     10    -7       1.4476192547E-004
#     10    -6       3.0762379276E-005
#     10    -5       4.7457930608E-004
#     10    -4       7.1283560067E-004
#     10    -3       2.2435739853E-004
#     10    -2       3.2134428848E-006
#     10    -1       2.7286417100E-004
#     10     0       4.5759041272E-004
#     10     1       1.4028804615E-004
#     10     2       2.0811016189E-006
#     10     3       4.3648075672E-004
#     10     4       2.2141959985E-004
#     10     5       2.3433934882E-004
#     10     6       5.2075072876E-006
#     10     7       2.7974884668E-004
#     10     8       1.4144712228E-003
#     10     9       3.4388751600E-004
#     10    10       7.8894073791E-006
#     10    11       2.1623143457E-004
#     10    12       7.2301028720E-004
#     11   -22       3.3397587223E-004
#     11   -21       2.9445515836E-004
#     11   -20       4.2505235451E-005
#     11   -19       9.5014317021E-004
#     11   -18       1.5093868055E-003
#     11   -17       5.5824207037E-004
#     11   -16       4.9381468209E-006
#     11   -15       9.1011354222E-005
#     11   -14       9.0216814967E-005
#     11   -13       5.6606080873E-004
#     11   -12       4.4171400152E-006
#     11   -11       8.0326031162E-004
#     11   -10       1.1907924468E-003
#     11    -9       2.7683816962E-004
#     11    -8       1.1338491080E-005
#     11    -7       4.2204523956E-004
#     11    -6       1.0563627479E-003
#     11    -5       5.0590396856E-004
#     11    -4       2.3125533906E-006
#     11    -3       5.6413625712E-004
#     11    -2       4.4639218910E-004
#     11    -1       1.4016749663E-004
#     11     0       2.3235427024E-006
#     11     1       4.6091179782E-004
#     11     2       1.0753800121E-003
#     11     3       2.6464873672E-004
#     11     4       5.8693603828E-006
#     11     5       2.0562411471E-004
#     11     6       2.5128768834E-004
#     11     7       2.3472351557E-004
#     11     8       4.3423026952E-006
#     11     9       1.7445664008E-004
#     11    10       4.1566640004E-005
#     11    11       6.0145465353E-005
#     12   -22       1.1837945854E-004
#     12   -21       3.3718476599E-005
#     12   -20       2.0072167603E-003
#     12   -19       8.0200055571E-004
#     12   -18       3.4347264205E-005
#     12   -17       2.9715040147E-004
#     12   -16       8.3148711184E-003
#     12   -15       1.0899379933E-004
#     12   -14       1.7466492076E-005
#     12   -13       8.1737511560E-004
#     12   -12       2.6836802749E-002
#     12   -11       9.8887399175E-004
#     12   -10       1.9281300719E-005
#     12    -9       6.1255891834E-004
#     12    -8       8.8745676827E-003
#     12    -7       7.0137200858E-004
#     12    -6       2.7759421138E-006
#     12    -5       6.0346004037E-004
#     12    -4       8.9408733575E-003
#     12    -3       4.2280621691E-004
#     12    -2       2.0919408361E-006
#     12    -1       4.6113659058E-004
#     12     0       1.8506629319E-002
#     12     1       4.5378058726E-004
#     12     2       3.2384411742E-007
#     12     3       1.3084845149E-004
#     12     4       5.5439105358E-003
#     12     5       1.3247337502E-004
#     12     6       1.1815977101E-005
#     12     7       2.7982895319E-004
#     12     8       1.2181841422E-003
#     12     9       1.7383694737E-005
#     12    10       3.7927534044E-005
#     13   -22       9.3283863438E-004
#     13   -21       3.7987503562E-005
#     13   -20       5.9616371693E-005
#     13   -19       1.1342231073E-004
#     13   -18       7.3992081413E-004
#     13   -17       3.3833212309E-004
#     13   -16       8.6016893101E-006
#     13   -15       6.5324324788E-004
#     13   -14       1.5270385547E-003
#     13   -13       7.7946854185E-004
#     13   -12       6.7876269040E-006
#     13   -11       6.9203790195E-004
#     13   -10       3.9881510579E-004
#     13    -9       2.4213854665E-004
#     13    -8       5.4065992779E-005
#     13    -7       6.5699316094E-004
#     13    -6       7.9250502433E-004
#     13    -5       3.9704422843E-004
#     13    -4       1.9058959893E-005
#     13    -3       4.3650735062E-004
#     13    -2       1.0757963171E-003
#     13    -1       4.5414060609E-004
#     13     0       2.6717971743E-005
#     13     1       7.2186318823E-004
#     13     2       9.2913879172E-004
#     13     3       1.5433901569E-004
#     13     4       1.6129768775E-005
#     13     5       1.4564602018E-005
#     13     6       3.1310208483E-005
#     13     7       4.0927007747E-005
#     13     8       4.2757627162E-007
#     13     9       3.2363003638E-004
#     14   -22       9.8665444695E-005
#     14   -21       6.0380717724E-005
#     14   -20       3.9456529853E-004
#     14   -19       1.3903423731E-005
#     14   -18       5.1764430240E-005
#     14   -17       2.3255753540E-004
#     14   -16       4.2641201691E-004
#     14   -15       4.4754772692E-004
#     14   -14       1.8439171496E-005
#     14   -13       5.7248041825E-004
#     14   -12       6.7530245253E-004
#     14   -11       4.3613732309E-007
#     14   -10       6.4662142322E-005
#     14    -9       4.1756508986E-004
#     14    -8       9.2029786929E-004
#     14    -7       4.8277754444E-004
#     14    -6       5.0576686643E-006
#     14    -5       1.0391213799E-004
#     14    -4       2.2146323224E-004
#     14    -3       2.6468984066E-004
#     14    -2       3.0887132303E-007
#     14    -1       7.2123862595E-004
#     14     0       1.1048925239E-003
#     14     1       2.9616480231E-004
#     14     2       2.1574429046E-007
#     14     3       1.7687094213E-005
#     14     4       2.8733001628E-004
#     14     5       1.7242192824E-005
#     14     6       1.4442026277E-006
#     14     7       1.3577619948E-004
#     14     8       1.6043729672E-004
#     15   -21       1.2978714261E-004
#     15   -20       5.6761727095E-005
#     15   -19       2.0401902539E-004
#     15   -18       3.9409535732E-004
#     15   -17       3.3944481029E-006
#     15   -16       2.8751563145E-005
#     15   -15       1.7127874989E-004
#     15   -14       6.4123999322E-004
#     15   -13       6.6273300928E-004
#     15   -12       2.3517345863E-005
#     15   -11       1.1025808552E-004
#     15   -10       1.2363477540E-004
#     15    -9       1.0222661449E-004
#     15    -8       1.4621266545E-005
#     15    -7       1.8725627737E-004
#     15    -6       3.4986105532E-004
#     15    -5       2.3415732928E-004
#     15    -4       5.8325826157E-006
#     15    -3       1.3098947538E-004
#     15    -2       9.2838637646E-004
#     15    -1       2.9582007727E-004
#     15     0       3.3894274998E-005
#     15     1       1.1304002210E-004
#     15     2       2.9329058413E-005
#     15     3       1.6684723637E-004
#     15     4       4.4903049965E-005
#     15     5       2.8649923792E-004
#     15     6       3.7443236275E-004
#     16   -21       1.3717801708E-005
#     16   -20       1.6935040618E-003
#     16   -19       5.3095740146E-005
#     16   -18       1.2745804082E-004
#     16   -17       7.0394415211E-005
#     16   -16       7.5225701134E-003
#     16   -15       6.0603350583E-005
#     16   -14       5.5852055268E-005
#     16   -13       1.5812065697E-004
#     16   -12       9.1470195990E-003
#     16   -11       1.1021661487E-004
#     16   -10       3.0175403642E-005
#     16    -9       2.1239641461E-004
#     16    -8       4.4642994932E-003
#     16    -7       1.0264340561E-004
#     16    -6       5.2317177917E-006
#     16    -5       2.0587537485E-004
#     16    -4       5.5424162134E-003
#     16    -3       1.5441137771E-004
#     16    -2       2.0873648526E-007
#     16    -1       1.1312957186E-004
#     16     0       3.6364785134E-003
#     16     1       2.4174246852E-005
#     16     2       3.6861102406E-006
#     16     3       7.0932381556E-005
#     16     4       1.4041974746E-003
#     16     5       1.2214914787E-004
#     17   -21       5.9335572577E-005
#     17   -20       1.6151797999E-005
#     17   -19       6.7930618076E-004
#     17   -18       1.8150447888E-004
#     17   -17       9.1829906504E-005
#     17   -16       2.3115666922E-005
#     17   -15       6.3781095114E-005
#     17   -14       3.8498140544E-004
#     17   -13       3.0169686916E-004
#     17   -12       2.3828064999E-005
#     17   -11       6.6035432128E-004
#     17   -10       1.5744097940E-003
#     17    -9       4.4531745290E-004
#     17    -8       7.5668948183E-007
#     17    -7       2.7955442632E-004
#     17    -6       2.5138014928E-004
#     17    -5       1.3256947886E-004
#     17    -4       1.6165532642E-005
#     17    -3       1.7727856076E-005
#     17    -2       2.9282191052E-005
#     17    -1       2.4182523049E-005
#     17     0       1.5140436742E-005
#     17     1       4.0154013510E-005
#     17     2       5.2158203427E-004
#     17     3       3.8488497758E-004
#     17     4       1.5051882300E-005
#     18   -20       2.0504555472E-004
#     18   -19       4.8850052020E-005
#     18   -18       5.0116690091E-005
#     18   -17       6.0873647539E-006
#     18   -16       1.5264649673E-004
#     18   -15       4.8677746812E-004
#     18   -14       7.4011389706E-005
#     18   -13       3.5777276865E-004
#     18   -12       1.5662159370E-003
#     18   -11       8.7412646204E-004
#     18   -10       8.3689567217E-006
#     18    -9       7.2169885065E-004
#     18    -8       1.4139851052E-003
#     18    -7       2.3435907509E-004
#     18    -6       1.1793449356E-005
#     18    -5       1.4528004742E-005
#     18    -4       2.8734780363E-004
#     18    -3       1.6684399736E-004
#     18    -2       3.6743017425E-006
#     18    -1       4.0142129653E-005
#     18     0       3.2746487144E-005
#     18     1       3.7520444511E-004
#     18     2       5.4348142837E-005
#     19   -19       5.9930532946E-004
#     19   -18       7.6665326754E-004
#     19   -17       4.1130897398E-004
#     19   -16       1.3359173289E-006
#     19   -15       2.5635982536E-004
#     19   -14       5.1604674205E-005
#     19   -13       3.4855879352E-004
#     19   -12       1.2735008094E-005
#     19   -11       7.6240130101E-004
#     19   -10       3.8454375965E-004
#     19    -9       3.4367738054E-004
#     19    -8       4.3154143486E-006
#     19    -7       2.8006421002E-004
#     19    -6       3.1277699208E-005
#     19    -5       1.7300913912E-005
#     19    -4       4.4828339883E-005
#     19    -3       7.0949500931E-005
#     19    -2       5.2148376672E-004
#     19    -1       3.7511165424E-004
#     19     0       4.7725739714E-005
#     20   -18       1.2498205998E-005
#     20   -17       2.6070819971E-004
#     20   -16       1.9710288874E-003
#     20   -15       3.6148435426E-004
#     20   -14       9.1969648455E-005
#     20   -13       2.2873531769E-005
#     20   -12       1.3868087911E-003
#     20   -11       2.7557621394E-004
#     20   -10       7.9045994329E-006
#     20    -9       1.7426672000E-004
#     20    -8       1.2177942673E-003
#     20    -7       4.0932251362E-005
#     20    -6       1.4461739657E-006
#     20    -5       2.8655234808E-004
#     20    -4       1.4042688984E-003
#     20    -3       3.8486314606E-004
#     20    -2       5.4315757234E-005
#     21   -17       4.1424538496E-005
#     21   -16       7.1929270025E-006
#     21   -15       1.3950805863E-004
#     21   -14       1.4098081880E-004
#     21   -13       6.7087499073E-005
#     21   -12       6.5691524796E-005
#     21   -11       2.1631376401E-004
#     21   -10       4.1657221556E-005
#     21    -9       1.7383401341E-005
#     21    -8       4.2518105182E-007
#     21    -7       1.3564918989E-004
#     21    -6       3.7427879366E-004
#     21    -5       1.2209674828E-004
#     21    -4       1.5070752102E-005
#     22   -14       5.8798431925E-005
#     22   -13       3.0344377357E-004
#     22   -12       7.2330931983E-004
#     22   -11       6.0196550303E-005
#     22   -10       3.7954184160E-005
#     22    -9       3.2389040302E-004
#     22    -8       1.6041796736E-004
#    -24     4       6.8315619384E-004
#    -24     5       8.1011634139E-004
#    -24     6       5.9294819262E-005
#    -24     7       6.4261995734E-005
#    -24     8       1.1892514822E-003
#    -24     9       9.2649961746E-004
#    -24    10       2.7353209617E-005
#    -23     1       1.2601560523E-004
#    -23     2       1.7896961266E-004
#    -23     3       1.6364777996E-004
#    -23     4       1.4656193660E-004
#    -23     5       1.9597297689E-004
#    -23     6       2.0201945979E-004
#    -23     7       3.5467635105E-004
#    -23     8       2.0071786846E-005
#    -23     9       7.8755390559E-004
#    -23    10       6.8609037499E-004
#    -23    11       1.7189692858E-004
#    -23    12       1.0918638188E-004
#    -22    -1       1.2599005537E-004
#    -22     0       1.3411598029E-003
#    -22     1       1.8518139472E-004
#    -22     2       7.6354744405E-006
#    -22     3       3.2003639809E-004
#    -22     4       2.3182621026E-004
#    -22     5       7.5638416719E-005
#    -22     6       4.2785879339E-005
#    -22     7       4.1027146351E-004
#    -22     8       6.8327752135E-004
#    -22     9       3.0278200281E-004
#    -22    10       2.3577020181E-005
#    -22    11       2.6480878865E-004
#    -22    12       5.7689514752E-005
#    -22    13       5.5366714229E-004
#    -21    -2       1.7900439877E-004
#    -21    -1       1.8511682831E-004
#    -21     0       2.2287528030E-005
#    -21     1       5.4966823365E-005
#    -21     2       1.6123793113E-004
#    -21     3       5.9623668768E-004
#    -21     4       2.5605350269E-004
#    -21     5       1.3557724924E-004
#    -21     6       3.0651006516E-004
#    -21     7       1.2297073440E-004
#    -21     8       5.6857320240E-005
#    -21     9       1.0724041150E-004
#    -21    10       1.5138742984E-004
#    -21    11       3.6834448018E-005
#    -21    12       1.1432074430E-005
#    -21    13       1.4361514616E-004
#    -21    14       3.9939544850E-004
#    -20    -4       6.8309308504E-004
#    -20    -3       1.6369069503E-004
#    -20    -2       7.6316240102E-006
#    -20    -1       5.4975642910E-005
#    -20     0       6.4724023471E-005
#    -20     1       2.4074978818E-004
#    -20     2       3.8374168165E-005
#    -20     3       3.5114902709E-004
#    -20     4       5.4530756604E-004
#    -20     5       5.0541200350E-004
#    -20     6       7.3114856857E-005
#    -20     7       7.1111923412E-005
#    -20     8       1.2142333876E-003
#    -20     9       9.7515693172E-005
#    -20    10       1.4736126040E-005
#    -20    11       9.5049200403E-005
#    -20    12       4.5825451862E-004
#    -20    13       6.7545102014E-006
#    -20    14       8.3736113931E-005
#    -19    -5       8.1008399461E-004
#    -19    -4       1.4652881509E-004
#    -19    -3       3.2008982923E-004
#    -19    -2       1.6140345435E-004
#    -19    -1       2.4080518903E-004
#    -19     0       9.2540743539E-005
#    -19     1       2.0813616993E-004
#    -19     2       3.0054484163E-004
#    -19     3       2.3014336286E-004
#    -19     4       4.2302059518E-005
#    -19     5       2.4655993671E-005
#    -19     6       9.0590637961E-005
#    -19     7       1.9974171292E-004
#    -19     8       5.7958981400E-005
#    -19     9       1.8527411890E-004
#    -19    10       1.0008048373E-003
#    -19    11       1.9270401350E-004
#    -19    12       2.6408585000E-005
#    -19    13       6.3699713277E-005
#    -19    14       1.5774153715E-004
#    -19    15       1.3687322916E-004
#    -18    -6       5.9209710083E-005
#    -18    -5       1.9613324464E-004
#    -18    -4       2.3214036009E-004
#    -18    -3       5.9613013515E-004
#    -18    -2       3.8337035806E-005
#    -18    -1       2.0825773386E-004
#    -18     0       8.7523223239E-004
#    -18     1       1.4002298486E-004
#    -18     2       8.2889402750E-006
#    -18     3       4.7229656556E-005
#    -18     4       6.7386282539E-006
#    -18     5       2.7731033238E-005
#    -18     6       8.3971633590E-005
#    -18     7       7.0773952874E-005
#    -18     8       5.0485082256E-004
#    -18     9       2.0391337237E-004
#    -18    10       2.6583447504E-005
#    -18    11       2.7056076723E-004
#    -18    12       2.7521970247E-005
#    -18    13       1.3349017399E-004
#    -18    14       1.2091970192E-005
#    -18    15       9.4191151553E-004
#    -17    -7       6.4284864096E-005
#    -17    -6       2.0235306800E-004
#    -17    -5       7.5687938068E-005
#    -17    -4       2.5602097343E-004
#    -17    -3       3.5120339205E-004
#    -17    -2       3.0077280036E-004
#    -17    -1       1.4011596078E-004
#    -17     0       1.4443443714E-004
#    -17     1       2.9581537787E-004
#    -17     2       6.7470320823E-005
#    -17     3       8.3317978059E-005
#    -17     4       2.3471390161E-005
#    -17     5       2.1093152318E-004
#    -17     6       3.7177844995E-005
#    -17     7       2.1176126158E-005
#    -17     8       1.9179884407E-004
#    -17     9       5.6385536497E-004
#    -17    10       4.4748373929E-004
#    -17    11       2.3397818854E-004
#    -17    12       1.5946921436E-005
#    -17    13       2.3196717712E-004
#    -17    14       5.8900258273E-004
#    -17    15       6.6529727492E-004
#    -16    -8       1.1893912064E-003
#    -16    -7       3.5466926806E-004
#    -16    -6       4.2734155967E-005
#    -16    -5       1.3575063413E-004
#    -16    -4       5.4515777704E-004
#    -16    -3       2.2995004772E-004
#    -16    -2       8.3027772642E-006
#    -16    -1       2.9542007338E-004
#    -16     0       5.7119139754E-003
#    -16     1       1.8454060812E-004
#    -16     2       3.2338302025E-005
#    -16     3       1.4240751723E-005
#    -16     4       6.3670368524E-003
#    -16     5       1.3729655872E-004
#    -16     6       2.0623046689E-004
#    -16     7       5.3251087525E-004
#    -16     8       9.8042074058E-003
#    -16     9       5.1526085667E-004
#    -16    10       1.4283992696E-005
#    -16    11       2.6336178172E-005
#    -16    12       1.6987447111E-003
#    -16    13       2.1805845968E-004
#    -16    14       8.7840853745E-005
#    -16    15       9.1960003298E-004
#    -15    -9       9.2688761646E-004
#    -15    -8       2.0129719449E-005
#    -15    -7       4.1038376272E-004
#    -15    -6       3.0607091119E-004
#    -15    -5       5.0538558511E-004
#    -15    -4       4.2265103719E-005
#    -15    -3       4.7110410967E-005
#    -15    -2       6.7388991130E-005
#    -15    -1       1.8431932901E-004
#    -15     0       5.8635311460E-006
#    -15     1       9.5923874043E-005
#    -15     2       1.5461563616E-004
#    -15     3       1.4976405491E-004
#    -15     4       7.1499804185E-005
#    -15     5       2.8977141833E-004
#    -15     6       8.0142787226E-004
#    -15     7       4.5047846812E-004
#    -15     8       6.2708585311E-005
#    -15     9       8.2573028008E-004
#    -15    10       8.6579954246E-004
#    -15    11       3.0895579808E-004
#    -15    12       7.1657561155E-005
#    -15    13       4.0170291716E-004
#    -15    14       3.8310891739E-004
#    -15    15       8.8015866356E-004
#    -14   -10       2.7381559556E-005
#    -14    -9       7.8750987767E-004
#    -14    -8       6.8297324395E-004
#    -14    -7       1.2288906919E-004
#    -14    -6       7.3226154028E-005
#    -14    -5       2.4486500823E-005
#    -14    -4       6.6682673571E-006
#    -14    -3       8.3412682065E-005
#    -14    -2       3.2315432995E-005
#    -14    -1       9.6293125278E-005
#    -14     0       1.2579954741E-004
#    -14     1       1.3415378220E-004
#    -14     2       3.9756680582E-005
#    -14     3       3.8591396687E-004
#    -14     4       5.7017556361E-004
#    -14     5       1.8745991099E-004
#    -14     6       8.8917927839E-005
#    -14     7       1.0624340173E-003
#    -14     8       2.7007092579E-003
#    -14     9       7.1252686098E-004
#    -14    10       1.2295430068E-005
#    -14    11       5.3030198492E-004
#    -14    12       1.1425609396E-003
#    -14    13       3.0967805791E-004
#    -14    14       4.6978984814E-005
#    -13   -10       6.8676201710E-004
#    -13    -9       3.0252282118E-004
#    -13    -8       5.6890001107E-005
#    -13    -7       7.1093778485E-005
#    -13    -6       9.0345291067E-005
#    -13    -5       2.7681012329E-005
#    -13    -4       2.3513703794E-005
#    -13    -3       1.4208806292E-005
#    -13    -2       1.5485047751E-004
#    -13    -1       1.3428401854E-004
#    -13     0       1.0144897653E-004
#    -13     1       1.0453175074E-003
#    -13     2       8.2596402293E-004
#    -13     3       8.8619765207E-004
#    -13     4       6.4361935949E-005
#    -13     5       1.0400742812E-003
#    -13     6       1.4783905516E-003
#    -13     7       1.7563672314E-003
#    -13     8       1.4035791641E-004
#    -13     9       2.2496392346E-004
#    -13    10       8.1340799158E-004
#    -13    11       8.9656973053E-005
#    -13    12       8.9799464089E-005
#    -13    13       7.5067275347E-004
#    -13    14       1.2897064362E-003
#    -12   -11       1.7220048547E-004
#    -12   -10       2.3556343251E-005
#    -12    -9       1.0728773377E-004
#    -12    -8       1.2139288264E-003
#    -12    -7       1.9985343316E-004
#    -12    -6       8.3794845472E-005
#    -12    -5       2.1045373734E-004
#    -12    -4       6.3654487796E-003
#    -12    -3       1.4964917144E-004
#    -12    -2       3.9813050739E-005
#    -12    -1       1.0461516102E-003
#    -12     0       1.7557954199E-002
#    -12     1       4.6725269219E-004
#    -12     2       6.9452679669E-005
#    -12     3       2.6837015503E-004
#    -12     4       2.6352156490E-002
#    -12     5       3.7369607858E-004
#    -12     6       8.5613344685E-005
#    -12     7       5.5450231955E-004
#    -12     8       1.2366227741E-002
#    -12     9       1.8036991140E-004
#    -12    10       2.1657529427E-005
#    -12    11       1.3338711347E-004
#    -12    12       4.0910831991E-003
#    -12    13       6.5692326509E-004
#    -12    14       1.2552507725E-006
#    -11   -12       1.0904705523E-004
#    -11   -11       2.6509384191E-004
#    -11   -10       1.5173960492E-004
#    -11    -9       9.7674083416E-005
#    -11    -8       5.8101774013E-005
#    -11    -7       7.0730040817E-005
#    -11    -6       3.6927284807E-005
#    -11    -5       1.3765766509E-004
#    -11    -4       7.1329950344E-005
#    -11    -3       3.8585053292E-004
#    -11    -2       8.2639010582E-004
#    -11    -1       4.6772926736E-004
#    -11     0       6.4681345375E-005
#    -11     1       1.9442859782E-004
#    -11     2       5.8173454414E-004
#    -11     3       1.4057349836E-004
#    -11     4       2.4187739327E-005
#    -11     5       4.9138044783E-005
#    -11     6       2.5254988917E-005
#    -11     7       5.3147019154E-004
#    -11     8       2.9555695419E-005
#    -11     9       2.5314176721E-004
#    -11    10       3.3652613962E-004
#    -11    11       4.6911472098E-005
#    -11    12       6.8666275826E-006
#    -11    13       8.6322695412E-004
#    -10   -12       5.7854555141E-005
#    -10   -11       3.6983570395E-005
#    -10   -10       1.4687016453E-005
#    -10    -9       1.8552628588E-004
#    -10    -8       5.0524915619E-004
#    -10    -7       2.1111256659E-005
#    -10    -6       2.0617981808E-004
#    -10    -5       2.9052525317E-004
#    -10    -4       5.7052969081E-004
#    -10    -3       8.8512198258E-004
#    -10    -2       6.9412637222E-005
#    -10    -1       1.9482159810E-004
#    -10     0       1.8641940262E-003
#    -10     1       1.4505179532E-003
#    -10     2       1.1591316382E-005
#    -10     3       5.5074975895E-004
#    -10     4       2.9111764329E-004
#    -10     5       2.8902861378E-004
#    -10     6       1.1477760770E-005
#    -10     7       8.3443231710E-005
#    -10     8       3.9327356697E-004
#    -10     9       7.8896952925E-004
#    -10    10       1.8975008818E-005
#    -10    11       7.1324067802E-005
#    -10    12       1.0830107637E-003
#    -10    13       6.6917732635E-004
#     -9   -13       5.5394111031E-004
#     -9   -12       1.1473808387E-005
#     -9   -11       9.5116245581E-005
#     -9   -10       1.0011613697E-003
#     -9    -9       2.0389442085E-004
#     -9    -8       1.9147828066E-004
#     -9    -7       5.3197262682E-004
#     -9    -6       8.0199371707E-004
#     -9    -5       1.8789084456E-004
#     -9    -4       6.4224003761E-005
#     -9    -3       2.6847316101E-004
#     -9    -2       5.8212625350E-004
#     -9    -1       1.4508928409E-003
#     -9     0       7.1949816794E-005
#     -9     1       1.5435773289E-003
#     -9     2       2.1123995536E-003
#     -9     3       3.4000504568E-004
#     -9     4       1.0452397549E-005
#     -9     5       1.7065267807E-004
#     -9     6       4.9488794737E-005
#     -9     7       4.3000464242E-004
#     -9     8       2.9586562515E-005
#     -9     9       2.7800271775E-004
#     -9    10       3.2494317160E-004
#     -9    11       5.8538933636E-004
#     -9    12       7.4671392788E-005
#     -9    13       2.5076108572E-004
#     -8   -13       1.4363068178E-004
#     -8   -12       4.5844703964E-004
#     -8   -11       1.9285886430E-004
#     -8   -10       2.6627308675E-005
#     -8    -9       5.6338110123E-004
#     -8    -8       9.8028416318E-003
#     -8    -7       4.5075918905E-004
#     -8    -6       8.9046919927E-005
#     -8    -5       1.0413975566E-003
#     -8    -4       2.6350717650E-002
#     -8    -3       1.4059222303E-004
#     -8    -2       1.1583335522E-005
#     -8    -1       1.5442962908E-003
#     -8     0       2.3062292694E-002
#     -8     1       2.8031811859E-003
#     -8     2       9.7630350597E-005
#     -8     3       5.9264986419E-005
#     -8     4       4.4411154664E-002
#     -8     5       2.2858303104E-004
#     -8     6       1.7703610566E-004
#     -8     7       3.3232786296E-004
#     -8     8       2.1705238650E-002
#     -8     9       6.8980571147E-004
#     -8    10       5.0130732655E-005
#     -8    11       4.7438683552E-004
#     -8    12       1.5146470932E-002
#     -7   -14       3.9929189378E-004
#     -7   -13       6.6871137499E-006
#     -7   -12       2.6466859405E-005
#     -7   -11       2.7046648384E-004
#     -7   -10       4.4696078929E-004
#     -7    -9       5.1520575662E-004
#     -7    -8       6.2958354797E-005
#     -7    -7       1.0626601327E-003
#     -7    -6       1.4799781817E-003
#     -7    -5       3.7403446731E-004
#     -7    -4       2.4027216278E-005
#     -7    -3       5.4998241962E-004
#     -7    -2       2.1125659652E-003
#     -7    -1       2.8042455972E-003
#     -7     0       4.2456594871E-004
#     -7     1       7.0079291626E-005
#     -7     2       1.8251217636E-004
#     -7     3       9.5223863088E-004
#     -7     4       1.2371138173E-004
#     -7     5       1.7586626833E-004
#     -7     6       1.7204791244E-004
#     -7     7       3.7217285226E-004
#     -7     8       9.9570513146E-005
#     -7     9       2.4984920468E-003
#     -7    10       2.7377599143E-003
#     -7    11       3.3948478086E-004
#     -6   -14       8.3727264792E-005
#     -6   -13       6.3807508289E-005
#     -6   -12       2.7444357326E-005
#     -6   -11       2.3401108099E-004
#     -6   -10       1.4290868688E-005
#     -6    -9       8.2588906022E-004
#     -6    -8       2.7003819420E-003
#     -6    -7       1.7563286340E-003
#     -6    -6       8.5607834649E-005
#     -6    -5       4.9258595857E-005
#     -6    -4       2.9106315641E-004
#     -6    -3       3.3973116435E-004
#     -6    -2       9.7589655512E-005
#     -6    -1       6.9984785523E-005
#     -6     0       4.1200298022E-006
#     -6     1       9.2548505721E-004
#     -6     2       2.1089768033E-005
#     -6     3       2.5062381970E-003
#     -6     4       3.0800710460E-003
#     -6     5       5.8430700904E-004
#     -6     6       1.0262190636E-004
#     -6     7       2.4770936292E-004
#     -6     8       1.4260671749E-003
#     -6     9       7.6522763174E-004
#     -6    10       1.0789050677E-004
#     -6    11       6.5190033067E-004
#     -5   -14       1.5778564552E-004
#     -5   -13       1.3351032812E-004
#     -5   -12       1.6009155404E-005
#     -5   -11       2.6294209844E-005
#     -5   -10       8.6633081782E-004
#     -5    -9       7.1276936888E-004
#     -5    -8       1.4034573792E-004
#     -5    -7       5.5493028597E-004
#     -5    -6       2.5253849804E-005
#     -5    -5       2.8921342355E-004
#     -5    -4       1.0517759363E-005
#     -5    -3       5.9156793251E-005
#     -5    -2       1.8265127723E-004
#     -5    -1       9.2545854931E-004
#     -5     0       1.1344334752E-004
#     -5     1       2.4764117620E-003
#     -5     2       3.8829918128E-003
#     -5     3       1.7272013951E-003
#     -5     4       1.2131777497E-004
#     -5     5       6.5340227030E-004
#     -5     6       2.9477615338E-004
#     -5     7       1.7355207262E-003
#     -5     8       8.6901410026E-005
#     -5     9       7.4662017770E-004
#     -5    10       2.2112654557E-003
#     -4   -15       1.3692248991E-004
#     -4   -14       1.2056767757E-005
#     -4   -13       2.3197486176E-004
#     -4   -12       1.6978233626E-003
#     -4   -11       3.0901722056E-004
#     -4   -10       1.2364874170E-005
#     -4    -9       2.2524005359E-004
#     -4    -8       1.2366417382E-002
