 Diffraction intensities for potential:g-5x5_00D10001.in                       
#     -3    -7       1.0776362302E-023
#     -3    -6       5.4231016954E-046
#     -3    -5       6.6161667683E-019
#     -3    -4       7.9367944595E-026
#     -3    -3       2.6072581247E-045
#     -3    -2       4.9680544360E-023
#     -3    -1       8.8695004036E-046
#     -3     0       5.0030562897E-019
#     -3     1       4.1482292939E-026
#     -3     2       2.2238020616E-045
#     -3     3       4.8593964519E-023
#     -3     4       6.2823030817E-046
#     -3     5       2.1790796642E-019
#     -3     6       1.3156683939E-026
#     -3     7       7.8085572270E-046
#     -3     8       1.1845581976E-023
#     -3     9       1.5265677096E-046
#     -3    10       4.7115407283E-020
#     -3    11       1.8549896310E-027
#     -3    12       8.0053814476E-047
#     -3    13       8.3187106533E-025
#     -3    14       1.4020012538E-047
#     -3    15       2.5294203269E-021
#     -3    16       1.0447300704E-028
#     -3    17       2.5762711206E-048
#     -3    18       1.2635341594E-026
#     -2   -27       1.5530629475E-051
#     -2   -26       5.2630946073E-029
#     -2   -25       3.7113270552E-023
#     -2   -24       4.3316480569E-050
#     -2   -23       1.2968006892E-019
#     -2   -22       1.6285391249E-050
#     -2   -21       1.3308856488E-026
#     -2   -20       1.0602127513E-021
#     -2   -19       1.1095999365E-048
#     -2   -18       1.8164682855E-020
#     -2   -17       5.5735974878E-049
#     -2   -16       2.1935595418E-025
#     -2   -15       2.5377418027E-020
#     -2   -14       9.1992412561E-048
#     -2   -13       2.7134612830E-021
#     -2   -12       4.0920220895E-048
#     -2   -11       6.1015699737E-025
#     -2   -10       1.6007841927E-019
#     -2    -9       1.0022697442E-046
#     -2    -8       4.5675434452E-022
#     -2    -7       1.5366845349E-047
#     -2    -6       8.0948050001E-025
#     -2    -5       3.8175816905E-019
#     -2    -4       3.3317580463E-046
#     -2    -3       8.6505464167E-023
#     -2    -2       2.8323816705E-047
#     -2    -1       1.0585319492E-024
#     -2     0       3.5563748927E-019
#     -2     1       3.4775088793E-046
#     -2     2       1.5886990920E-023
#     -2     3       2.2589145890E-047
#     -2     4       8.5984093131E-025
#     -2     5       1.3667099541E-019
#     -2     6       1.3464078202E-046
#     -2     7       2.1398430736E-024
#     -2     8       6.2397937423E-048
#     -2     9       2.3606357489E-025
#     -2    10       3.5606123624E-020
#     -2    11       1.6527308533E-047
#     -2    12       1.3655866415E-025
#     -2    13       6.4437353767E-049
#     -2    14       3.4515037680E-026
#     -2    15       3.6297380763E-020
#     -2    16       6.8184722805E-049
#     -2    17       2.0199387601E-027
#     -1   -27       6.1988498934E-052
#     -1   -26       3.0384069687E-048
#     -1   -25       8.2766952195E-021
#     -1   -24       2.1472544538E-046
#     -1   -23       1.9921829838E-022
#     -1   -22       1.1461198477E-049
#     -1   -21       1.6396998363E-047
#     -1   -20       6.4617110118E-019
#     -1   -19       1.2461357269E-043
#     -1   -18       6.8193136077E-021
#     -1   -17       9.8074631656E-048
#     -1   -16       1.2383967451E-046
#     -1   -15       1.4105396490E-017
#     -1   -14       1.6550429597E-041
#     -1   -13       9.8800494119E-020
#     -1   -12       9.6061406132E-047
#     -1   -11       9.8596243046E-046
#     -1   -10       9.2268648736E-017
#     -1    -9       9.1768648250E-040
#     -1    -8       3.5973021733E-019
#     -1    -7       2.8992185407E-046
#     -1    -6       2.4557047729E-045
#     -1    -5       2.2604823165E-016
#     -1    -4       4.8479314396E-038
#     -1    -3       5.3063159215E-019
#     -1    -2       3.7739026470E-046
#     -1    -1       2.4108039728E-045
#     -1     0       2.1080359440E-016
#     -1     1       3.6674117069E-036
#     -1     2       4.1732163530E-019
#     -1     3       2.3730300329E-046
#     -1     4       1.0446967874E-045
#     -1     5       7.8628950927E-017
#     -1     6       1.1682866912E-034
#     -1     7       1.4323733223E-019
#     -1     8       5.8378263912E-047
#     -1     9       1.8799807414E-046
#     -1    10       1.0197756005E-017
#     -1    11       2.0782319229E-034
#     -1    12       1.5320032454E-020
#     -1    13       4.6462515290E-048
#     -1    14       9.6830789967E-048
#     -1    15       3.0358259893E-019
#     -1    16       2.4896151082E-034
#      0   -27       4.3322771796E-023
#      0   -26       5.3633346573E-017
#      0   -25       2.1474267002E-004
#      0   -24       5.7697134834E-020
#      0   -23       1.4185983248E-018
#      0   -22       1.5219473866E-020
#      0   -21       9.5487384970E-018
#      0   -20       6.9849579210E-003
#      0   -19       4.4238733807E-018
#      0   -18       8.2523828415E-017
#      0   -17       6.4727913502E-019
#      0   -16       3.5940622259E-017
#      0   -15       4.0723367067E-002
#      0   -14       6.3303953307E-017
#      0   -13       8.5934563530E-016
#      0   -12       5.4564760357E-018
#      0   -11       2.3171283705E-016
#      0   -10       3.7486535046E-002
#      0    -9       2.7864010124E-016
#      0    -8       2.9446346938E-015
#      0    -7       1.5197397805E-017
#      0    -6       6.9631585695E-016
#      0    -5       1.2543411320E-002
#      0    -4       5.1444121991E-016
#      0    -3       4.1744799937E-015
#      0    -2       1.6960769877E-017
#      0    -1       7.5389616187E-016
#      0     0       9.7426689044E-002
#      0     1       4.9163270010E-016
#      0     2       2.5710642195E-015
#      0     3       8.0449648997E-018
#      0     4       3.0936854401E-016
#      0     5       1.1607709280E-002
#      0     6       3.8676816689E-016
#      0     7       6.0825473815E-016
#      0     8       1.5661338923E-018
#      0     9       4.2410927297E-017
#      0    10       2.5997116769E-002
#      0    11       9.9257622814E-016
#      0    12       4.9949243389E-017
#      0    13       1.1633682860E-019
#      0    14       1.0309763889E-018
#      0    15       8.7911311901E-003
#      1   -28       7.6406287567E-049
#      1   -27       2.8686570502E-021
#      1   -26       2.9667690567E-034
#      1   -25       6.4002846215E-020
#      1   -24       1.1435173111E-045
#      1   -23       2.7143706759E-047
#      1   -22       5.2339115523E-021
#      1   -21       8.9501357736E-033
#      1   -20       4.8466701647E-018
#      1   -19       6.2763629482E-047
#      1   -18       1.2849481270E-045
#      1   -17       6.6135299790E-020
#      1   -16       5.6372162290E-032
#      1   -15       8.5834593862E-017
#      1   -14       1.2908386897E-046
#      1   -13       1.2644407766E-044
#      1   -12       1.5295257363E-019
#      1   -11       1.5997010536E-031
#      1   -10       4.4857572406E-016
#      1    -9       6.7367305610E-046
#      1    -8       4.2041940090E-044
#      1    -7       1.6391580709E-019
#      1    -6       2.7383744903E-031
#      1    -5       8.8011000470E-016
#      1    -4       1.0108446857E-045
#      1    -3       5.1739425975E-044
#      1    -2       1.0801743663E-019
#      1    -1       2.4950982356E-031
#      1     0       7.0416572416E-016
#      1     1       6.3056610209E-046
#      1     2       2.5007624411E-044
#      1     3       3.8693810592E-020
#      1     4       9.5265719746E-032
#      1     5       1.9428852394E-016
#      1     6       1.8212316022E-046
#      1     7       4.9122286690E-045
#      1     8       5.5217538652E-021
#      1     9       1.3238448527E-032
#      1    10       1.4462430167E-016
#      1    11       4.5326580019E-048
#      1    12       3.7475575501E-046
#      1    13       2.2357559409E-022
#      1    14       8.7055172927E-034
#      2   -28       2.6397483358E-049
#      2   -27       5.7029205014E-029
#      2   -26       1.5900275031E-047
#      2   -25       2.8534051664E-020
#      2   -24       1.6495209458E-027
#      2   -23       1.3554127198E-048
#      2   -22       1.2936649047E-027
#      2   -21       7.2160235076E-048
#      2   -20       7.0922737891E-020
#      2   -19       1.1149339469E-026
#      2   -18       5.2514210924E-047
#      2   -17       2.1423225198E-026
#      2   -16       2.5254858709E-047
#      2   -15       1.5602564849E-019
#      2   -14       3.0984998831E-026
#      2   -13       4.4418846796E-046
#      2   -12       2.0951389197E-024
#      2   -11       1.6983230636E-046
#      2   -10       2.2929652400E-019
#      2    -9       4.4466403143E-026
#      2    -8       1.3638642716E-045
#      2    -7       1.5597031438E-023
#      2    -6       4.0114143762E-046
#      2    -5       2.1790672599E-019
#      2    -4       3.3699516865E-026
#      2    -3       1.4173163149E-045
#      2    -2       2.1689240967E-023
#      2    -1       3.4926325447E-046
#      2     0       1.1336183525E-019
#      2     1       1.2981225756E-026
#      2     2       5.6358821707E-046
#      2     3       7.3564256378E-024
#      2     4       8.4894171972E-047
#      2     5       2.9042278009E-020
#      2     6       2.1457488461E-027
#      2     7       6.4993691184E-047
#      2     8       7.4070153052E-025
#      2     9       6.7073480045E-048
#      2    10       2.8544672697E-021
#      2    11       1.3985072659E-028
#      2    12       2.1788450762E-048
#      2    13       2.0700736426E-026
#      3   -28       2.1202140120E-019
#      3   -27       4.2616085614E-051
#      3   -26       2.8090021812E-028
#      3   -25       1.1320678434E-021
#      3   -24       1.2206772175E-049
#      3   -23       1.1097300111E-019
#      3   -22       5.5095122352E-050
#      3   -21       1.4380090223E-026
#      3   -20       1.0129645941E-021
#      3   -19       1.9876645446E-048
#      3   -18       2.4414116202E-020
#      3   -17       2.0834575345E-048
#      3   -16       1.1540200134E-025
#      3   -15       3.1495743289E-020
#      3   -14       2.8054144814E-047
#      3   -13       5.5328949080E-021
#      3   -12       5.0579499510E-048
#      3   -11       2.3319988711E-025
#      3   -10       1.1945117733E-019
#      3    -9       1.2398086369E-046
#      3    -8       1.1833520818E-021
#      3    -7       1.0447563709E-047
#      3    -6       3.3572289499E-025
#      3    -5       1.3463938505E-019
#      3    -4       1.5089354389E-046
#      3    -3       2.2882612046E-022
#      3    -2       1.0657835461E-047
#      3    -1       3.3121938249E-025
#      3     0       5.9488367891E-020
#      3     1       6.5558486798E-047
#      3     2       3.1430669902E-023
#      3     3       3.5637356206E-048
#      3     4       1.1989992202E-025
#      3     5       1.4225403593E-020
#      3     6       9.2773437369E-048
#      3     7       2.0818015551E-024
#      3     8       4.1638364587E-049
#      3     9       1.6670850206E-026
#      3    10       8.2069659599E-022
#      3    11       3.2420099684E-049
#      3    12       4.4578058334E-026
#      4   -27       1.4954771704E-051
#      4   -26       1.0475839579E-048
#      4   -25       3.7518632452E-020
#      4   -24       6.8602729166E-045
#      4   -23       3.6850214613E-022
#      4   -22       7.1830543303E-049
#      4   -21       9.5784362893E-048
#      4   -20       1.6551488608E-018
#      4   -19       1.9914529712E-042
#      4   -18       1.2099672709E-020
#      4   -17       1.8175783460E-047
#      4   -16       2.3266025659E-046
#      4   -15       2.0494797921E-017
#      4   -14       1.8877619794E-040
#      4   -13       7.5734078293E-020
#      4   -12       8.4204143861E-047
#      4   -11       7.7392686557E-046
#      4   -10       6.6691171222E-017
#      4    -9       1.3198514940E-038
#      4    -8       1.5516811999E-019
#      4    -7       1.3044538479E-046
#      4    -6       8.8644281149E-046
#      4    -5       7.8628955958E-017
#      4    -4       7.7219344355E-037
#      4    -3       1.4949265795E-019
#      4    -2       9.1347429624E-047
#      4    -1       3.9974967553E-046
#      4     0       3.2682242794E-017
#      4     1       1.6553846021E-035
#      4     2       5.8455632073E-020
#      4     3       2.6859640338E-047
#      4     4       8.0415985293E-047
#      4     5       4.7436790362E-018
#      4     6       2.2863535100E-035
#      4     7       8.7812851230E-021
#      4     8       2.5747733362E-048
#      4     9       7.2324240161E-048
#      4    10       2.0091295663E-019
#      4    11       4.3967409516E-035
#      5   -27       3.0859157285E-022
#      5   -26       5.8628201164E-018
#      5   -25       2.6938655316E-004
#      5   -24       2.6421971241E-019
#      5   -23       6.3216712593E-018
#      5   -22       5.5244721326E-020
#      5   -21       6.2387879223E-018
#      5   -20       3.4651546506E-003
#      5   -19       8.5402641588E-018
#      5   -18       1.5121434528E-016
#      5   -17       1.0668195471E-018
#      5   -16       6.0504434581E-017
#      5   -15       1.7303565628E-002
#      5   -14       6.5045857192E-017
#      5   -13       7.8051067121E-016
#      5   -12       4.4986019938E-018
#      5   -11       2.2862511971E-016
#      5   -10       3.0171696631E-002
#      5    -9       1.5648062686E-016
#      5    -8       1.3423758743E-015
#      5    -7       6.0451278389E-018
#      5    -6       2.9388047313E-016
#      5    -5       1.1607720881E-002
#      5    -4       1.5634969241E-016
#      5    -3       8.7797930378E-016
#      5    -2       2.9091125084E-018
#      5    -1       1.2855175758E-016
#      5     0       3.5231501770E-002
#      5     1       9.3269099000E-017
#      5     2       2.3016895678E-016
#      5     3       6.0765917915E-019
#      5     4       1.9416621805E-017
#      5     5       1.4282765630E-002
#      5     6       1.5928155113E-015
#      5     7       2.1053985953E-017
#      5     8       6.2400472171E-020
#      5     9       6.6565516564E-019
#      5    10       6.9897331648E-003
#      6   -27       1.3701873201E-021
#      6   -26       9.0522353920E-034
#      6   -25       3.5120380509E-019
#      6   -24       3.3094356243E-046
#      6   -23       9.2692723954E-047
#      6   -22       5.8525917319E-021
#      6   -21       3.9525787553E-033
#      6   -20       1.1907503290E-017
#      6   -19       1.0778708505E-047
#      6   -18       1.7022274182E-045
#      6   -17       2.1387545164E-020
#      6   -16       2.5577787419E-032
#      6   -15       8.4119716677E-017
#      6   -14       9.7665202532E-047
#      6   -13       8.9575916518E-045
#      6   -12       4.2452529927E-020
#      6   -11       6.9718543160E-032
#      6   -10       2.2070333059E-016
#      6    -9       2.5298302872E-046
#      6    -8       1.3873026980E-044
#      6    -7       3.7075341629E-020
#      6    -6       7.6885504129E-032
#      6    -5       1.9450502736E-016
#      6    -4       1.7260732808E-046
#      6    -3       7.7950391714E-045
#      6    -2       1.5130464192E-020
#      6    -1       3.2502579252E-032
#      6     0       5.9047030228E-017
#      6     1       5.9523913429E-047
#      6     2       1.7978918753E-045
#      6     3       2.4845609103E-021
#      6     4       5.6252497041E-033
#      6     5       8.9860678177E-018
#      6     6       2.0810194056E-047
#      6     7       2.0258759641E-046
#      6     8       1.3135034835E-022
#      6     9       3.6573013823E-034
#      7   -27       1.2656295017E-028
#      7   -26       1.5838692454E-047
#      7   -25       4.0419599962E-021
#      7   -24       1.9655778918E-028
#      7   -23       1.7612268731E-048
#      7   -22       2.1190566738E-028
#      7   -21       8.1497708766E-047
#      7   -20       1.5161529016E-020
#      7   -19       3.5056087477E-027
#      7   -18       4.9159907376E-047
#      7   -17       1.7150396760E-025
#      7   -16       1.9285196158E-046
#      7   -15       3.9893861457E-020
#      7   -14       8.4993878966E-027
#      7   -13       2.5547678811E-046
#      7   -12       2.3259065176E-024
#      7   -11       3.2734721542E-046
#      7   -10       4.7114920648E-020
#      7    -9       9.2525731196E-027
#      7    -8       3.4721714013E-046
#      7    -7       4.4802299799E-024
#      7    -6       2.1841573738E-046
#      7    -5       2.9042130084E-020
#      7    -4       4.6994957639E-027
#      7    -3       1.5657002127E-046
#      7    -2       1.9143054655E-024
#      7    -1       4.6935807203E-047
#      7     0       9.1772199354E-021
#      7     1       1.0022401173E-027
#      7     2       1.9609234784E-047
#      7     3       3.0322475420E-025
#      7     4       2.9497622610E-048
#      7     5       1.3282992342E-021
#      7     6       8.2647287276E-029
#      7     7       3.8560375926E-049
#      7     8       1.8318536447E-026
#      8   -26       1.9145426451E-028
#      8   -25       5.2942551845E-020
#      8   -24       7.6169470303E-050
#      8   -23       1.5002308896E-020
#      8   -22       4.0537383677E-049
#      8   -21       6.7007050132E-027
#      8   -20       4.6051788895E-020
#      8   -19       2.4126387230E-048
#      8   -18       6.7236316361E-022
#      8   -17       4.2237269205E-049
#      8   -16       2.9274601907E-026
#      8   -15       4.8561593065E-020
#      8   -14       1.6755404089E-047
#      8   -13       2.7602442260E-022
#      8   -12       6.6241244488E-049
#      8   -11       4.7333214383E-026
#      8   -10       3.7811705499E-020
#      8    -9       2.7666054305E-047
#      8    -8       1.3197156824E-022
#      8    -7       1.0727800495E-048
#      8    -6       5.4749748422E-026
#      8    -5       1.4630419402E-020
#      8    -4       1.3130636879E-047
#      8    -3       2.8052065608E-023
#      8    -2       4.2213636637E-049
#      8    -1       2.5570480057E-026
#      8     0       3.0269702725E-021
#      8     1       2.3594110827E-048
#      8     2       2.7166103796E-024
#      8     3       6.9786611966E-050
#      8     4       4.0915456159E-027
#      8     5       1.0878915909E-022
#      8     6       6.6059242630E-050
#      9   -26       1.1438171504E-047
#      9   -25       5.5084985781E-020
#      9   -24       4.4910241581E-044
#      9   -23       5.0280701511E-022
#      9   -22       7.7913466842E-049
#      9   -21       1.1802197651E-047
#      9   -20       1.4217500462E-018
#      9   -19       1.3097091187E-041
#      9   -18       6.2289484825E-021
#      9   -17       7.7336893860E-048
#      9   -16       6.2587537808E-047
#      9   -15       7.0830881819E-018
#      9   -14       1.2824711053E-039
#      9   -13       1.7481703280E-020
#      9   -12       1.4417525237E-047
#      9   -11       1.0833718898E-046
#      9   -10       1.0197756921E-017
#      9    -9       7.0738379669E-038
#      9    -8       2.1333168858E-020
#      9    -7       1.1114051127E-047
#      9    -6       5.5767531205E-047
#      9    -5       4.7436787156E-018
#      9    -4       1.2286652762E-036
#      9    -3       9.5989892370E-021
#      9    -2       4.1981414617E-048
#      9    -1       1.5912751373E-047
#      9     0       9.7813934529E-019
#      9     1       1.1355198130E-036
#      9     2       2.1282505066E-021
#      9     3       4.8455144853E-049
#      9     4       2.3431697545E-048
#      9     5       6.6094429962E-020
#     10   -25       5.2346199071E-004
#     10   -24       3.0776954928E-019
#     10   -23       5.9161356786E-018
#     10   -22       5.3911346099E-020
#     10   -21       2.9299943000E-018
#     10   -20       1.2389463442E-002
#     10   -19       5.4756935580E-018
#     10   -18       6.5047527939E-017
#     10   -17       3.8170403957E-019
#     10   -16       2.0896892459E-017
#     10   -15       2.9958068371E-002
#     10   -14       1.8013957859E-017
#     10   -13       1.6079699591E-016
#     10   -12       7.3598939383E-019
#     10   -11       3.6803227157E-017
#     10   -10       2.5997093060E-002
#     10    -9       2.0368177305E-017
#     10    -8       1.2042167762E-016
#     10    -7       4.1469914091E-019
#     10    -6       1.9108788519E-017
#     10    -5       1.4282819170E-002
#     10    -4       1.0100039932E-017
#     10    -3       4.6716117997E-017
#     10    -2       1.0331509276E-019
#     10    -1       3.2438884664E-018
#     10     0       3.9607999556E-002
#     10     1       1.9167387820E-016
#     10     2       5.6309253569E-018
#     10     3       9.4082333384E-021
#     11   -25       1.7519376379E-020
#     11   -24       1.3089488408E-047
#     11   -23       5.2898224361E-047
#     11   -22       8.3869074524E-022
#     11   -21       1.0832362818E-033
#     11   -20       3.9611809873E-017
#     11   -19       2.2391324532E-049
#     11   -18       5.5396184936E-046
#     11   -17       2.8926090571E-021
#     11   -16       5.4419199966E-033
#     11   -15       5.9876078903E-017
#     11   -14       1.1277085333E-047
#     11   -13       1.1251721192E-045
#     11   -12       3.9654464560E-021
#     11   -11       8.1084102078E-033
#     11   -10       3.1996381409E-017
#     11    -9       1.1532173091E-047
#     11    -8       8.3091885374E-046
#     11    -7       2.2729422118E-021
#     11    -6       4.8232437729E-033
#     11    -5       7.9835077189E-018
#     11    -4       6.6803995159E-048
#     11    -3       3.0891545909E-046
#     11    -2       5.5087316599E-022
#     11    -1       1.1110128240E-033
#     11     0       4.3108061345E-019
#     11     1       4.7819751651E-048
#     11     2       3.7791036169E-047
#     12   -24       4.4984384122E-027
#     12   -23       1.1806298062E-048
#     12   -22       4.1244777991E-027
#     12   -21       1.1264258230E-047
#     12   -20       9.5604505386E-022
#     12   -19       2.1036845456E-027
#     12   -18       1.2429475026E-047
#     12   -17       1.1005589343E-025
#     12   -16       2.5628740868E-047
#     12   -15       2.5293695251E-021
#     12   -14       1.3525998578E-027
#     12   -13       2.7697732243E-047
#     12   -12       3.4070063466E-025
#     12   -11       2.8107779910E-047
#     12   -10       2.8544360338E-021
#     12    -9       6.5337845648E-028
#     12    -8       1.3463327428E-047
#     12    -7       1.8508536381E-025
#     12    -6       8.3171640129E-048
#     12    -5       1.3282927888E-021
#     12    -4       1.6036422191E-028
#     12    -3       1.0281506917E-048
#     12    -2       4.6838761092E-026
#     12    -1       2.9846903537E-049
#     12     0       3.5043825550E-022
#     13   -23       3.1440704587E-021
#     13   -22       3.1527107966E-049
#     13   -21       1.0708513185E-027
#     13   -20       2.4463270327E-019
#     13   -19       3.0260231855E-049
#     13   -18       6.7437697465E-022
#     13   -17       8.9233331041E-049
#     13   -16       2.6657279597E-027
#     13   -15       3.6314422584E-020
#     13   -14       1.4640552679E-048
#     13   -13       1.0284065574E-022
#     13   -12       1.2612286022E-049
#     13   -11       3.5684774209E-027
#     13   -10       1.9898314974E-021
#     13    -9       1.1138659143E-048
#     13    -8       1.1733121177E-023
#     13    -7       3.4540492808E-050
#     13    -6       2.1086329815E-027
#     13    -5       1.5091960624E-022
#     13    -4       3.5594803308E-049
#     13    -3       8.2392845146E-025
#     13    -2       3.6439939613E-051
#     14   -21       1.3936987811E-047
#     14   -20       1.3472886116E-019
#     14   -19       2.8510178671E-041
#     14   -18       5.1565760816E-022
#     14   -17       2.8861678794E-049
#     14   -16       6.0007653731E-048
#     14   -15       3.0358268036E-019
#     14   -14       1.8042262723E-039
#     14   -13       8.6377815962E-022
#     14   -12       3.6705161069E-049
#     14   -11       4.2199790846E-048
#     14   -10       2.0091280211E-019
#     14    -9       2.9256580399E-038
#     14    -8       5.0746538045E-022
#     14    -7       1.8121727441E-049
#     14    -6       8.2618104388E-049
#     14    -5       6.6094289689E-020
#     15   -19       9.0010617869E-019
#     15   -18       3.2298197698E-018
#     15   -17       1.3195077258E-020
#     15   -16       5.6174560114E-019
#     15   -15       8.7911447856E-003
#     15   -14       1.3179014283E-018
#     15   -13       4.9923690401E-018
#     15   -12       8.9417607700E-021
#     15   -11       3.4409506910E-019
#     15   -10       6.9897107483E-003
#     15    -9       8.3661583058E-019
#     15    -8       3.2539404207E-018
#    -45    11       1.9143262616E-022
#    -45    12       2.1253799124E-023
#    -45    13       1.3154498020E-028
#    -45    14       2.7223665551E-020
#    -45    15       3.9857263179E-006
#    -45    16       6.9401277529E-021
#    -44     7       1.8078814989E-037
#    -44     8       5.3790421068E-034
#    -44     9       2.3943965962E-041
#    -44    10       1.6843106167E-026
#    -44    11       1.6942905446E-054
#    -44    12       6.5708945503E-038
#    -44    13       1.2563362422E-033
#    -44    14       2.8017630334E-042
#    -44    15       2.0750184156E-026
#    -44    16       3.6998266049E-054
#    -44    17       9.5369758822E-039
#    -44    18       5.6569975456E-034
#    -44    19       1.4588881221E-043
#    -44    20       1.3272147491E-026
#    -43     4       5.5307907460E-054
#    -43     5       1.9507686356E-028
#    -43     6       3.7754665531E-053
#    -43     7       3.6785047206E-019
#    -43     8       3.3483353451E-041
#    -43     9       1.0003042513E-051
#    -43    10       4.3179159482E-028
#    -43    11       3.3139682539E-052
#    -43    12       5.0169650033E-019
#    -43    13       7.6326627586E-042
#    -43    14       1.6043625131E-049
#    -43    15       3.1554245195E-028
#    -43    16       2.5889583638E-052
#    -43    17       8.1668638121E-020
#    -43    18       7.6612072180E-043
#    -43    19       7.2307511996E-047
#    -43    20       1.1372421060E-028
#    -43    21       2.0995771234E-053
#    -43    22       1.9765709042E-020
#    -42     2       1.4672503834E-052
#    -42     3       1.3703992694E-037
#    -42     4       1.1408160732E-052
#    -42     5       5.3072742098E-028
#    -42     6       3.6601871427E-054
#    -42     7       5.5901451752E-053
#    -42     8       2.4866997281E-038
#    -42     9       7.7556252842E-051
#    -42    10       1.4114600136E-027
#    -42    11       2.0031298855E-053
#    -42    12       1.3563518756E-053
#    -42    13       1.8000582043E-039
#    -42    14       1.7693854088E-049
#    -42    15       9.4386358912E-028
#    -42    16       3.1910192425E-053
#    -42    17       8.9378847483E-053
#    -42    18       1.1310316386E-040
#    -42    19       2.4939634445E-048
#    -42    20       2.4394593987E-028
#    -42    21       2.5227219863E-055
#    -42    22       2.3832644650E-053
#    -42    23       1.4782193625E-041
#    -41     0       4.7083161931E-026
#    -41     1       1.0759250260E-046
#    -41     2       5.6247444527E-035
#    -41     3       3.1439227339E-021
#    -41     4       1.6715155161E-052
#    -41     5       7.4532220433E-025
#    -41     6       7.2389149976E-044
#    -41     7       1.4361783691E-034
#    -41     8       1.0039560116E-021
#    -41     9       2.6899486875E-052
#    -41    10       1.8951577018E-024
#    -41    11       1.0701176021E-041
#    -41    12       1.5069553807E-033
#    -41    13       5.5556786250E-022
#    -41    14       1.6281274338E-052
#    -41    15       1.6639666492E-024
#    -41    16       1.9981937891E-039
#    -41    17       1.5362131591E-033
#    -41    18       7.0980961668E-023
#    -41    19       1.1046131283E-052
#    -41    20       5.2701660131E-025
#    -41    21       1.4614835528E-036
#    -41    22       3.9097972825E-034
#    -41    23       3.4818297203E-024
#    -41    24       3.0407020879E-052
#    -40    -2       6.7657455580E-026
#    -40    -1       3.1293999705E-022
#    -40     0       1.8045735210E-005
#    -40     1       5.0307684650E-024
#    -40     2       1.0096251661E-023
#    -40     3       3.6660986403E-026
#    -40     4       3.2579573560E-021
#    -40     5       4.2029402647E-005
#    -40     6       1.7663605553E-022
#    -40     7       9.4996469614E-024
#    -40     8       5.7458022587E-026
#    -40     9       6.3643772710E-021
#    -40    10       4.7739195502E-005
#    -40    11       1.5106466874E-021
#    -40    12       3.8132188710E-024
#    -40    13       5.3253514900E-026
#    -40    14       7.6127509194E-022
#    -40    15       3.2140499046E-005
#    -40    16       1.9123566625E-021
#    -40    17       2.0651193573E-024
#    -40    18       2.2346952268E-026
#    -40    19       2.8313756485E-021
#    -40    20       2.6254217836E-005
#    -40    21       2.2847234528E-021
#    -40    22       3.2797682662E-025
#    -40    23       3.7119423230E-027
#    -40    24       1.0318952136E-021
#    -40    25       5.4339597604E-006
#    -39    -4       7.6256310693E-054
#    -39    -3       8.2225363608E-038
#    -39    -2       2.9030604531E-033
#    -39    -1       9.5336951454E-039
#    -39     0       3.2042592137E-025
#    -39     1       2.5009404531E-053
#    -39     2       6.8182795381E-038
#    -39     3       5.1566762093E-032
#    -39     4       4.1684713173E-039
#    -39     5       2.6314348441E-024
#    -39     6       4.4199299957E-053
#    -39     7       4.1589459562E-038
#    -39     8       1.9169436175E-031
#    -39     9       1.2773720468E-039
#    -39    10       4.9520363504E-024
#    -39    11       3.7947198938E-053
#    -39    12       1.3776056584E-038
#    -39    13       2.1922598023E-031
#    -39    14       2.5510602771E-040
#    -39    15       2.8226425591E-024
#    -39    16       1.7798198474E-053
#    -39    17       2.1008925426E-039
#    -39    18       8.9737831699E-032
#    -39    19       3.2976566588E-041
#    -39    20       8.6312201673E-025
#    -39    21       3.7536453651E-053
#    -39    22       3.5058636547E-041
#    -39    23       1.8563005214E-032
#    -39    24       1.8493531532E-042
#    -39    25       9.6966968329E-026
#    -39    26       3.0395520889E-053
#    -38    -5       1.9508561334E-028
#    -38    -4       8.9248739840E-052
#    -38    -3       1.9371920479E-024
#    -38    -2       1.6899502402E-039
#    -38    -1       1.9131781361E-053
#    -38     0       8.5505564054E-027
#    -38     1       1.5167081069E-050
#    -38     2       4.0767607355E-020
#    -38     3       3.0187370970E-040
#    -38     4       8.3762609512E-052
#    -38     5       4.8294152885E-026
#    -38     6       3.4587759884E-050
#    -38     7       1.2064281308E-019
#    -38     8       3.0177517816E-041
#    -38     9       6.8092990911E-051
#    -38    10       6.8312010085E-026
#    -38    11       2.3563724074E-050
#    -38    12       4.5064328149E-020
#    -38    13       1.4074239047E-042
#    -38    14       3.8440731459E-047
#    -38    15       3.4200010403E-026
#    -38    16       5.2885378450E-051
#    -38    17       4.6452932146E-021
#    -38    18       5.6544785986E-044
#    -38    19       1.7862401315E-044
#    -38    20       9.6846063181E-027
#    -38    21       9.5385953110E-052
#    -38    22       1.9599917242E-021
#    -38    23       4.9949864159E-044
#    -38    24       4.1504169510E-042
#    -38    25       1.4374649280E-027
#    -38    26       1.2989376669E-052
#    -37    -7       3.0130968874E-037
#    -37    -6       5.0756494071E-055
#    -37    -5       5.2996628531E-028
#    -37    -4       2.8265584777E-054
#    -37    -3       1.2971208773E-053
#    -37    -2       1.1363650411E-037
#    -37    -1       2.8018621871E-051
#    -37     0       1.7080481984E-026
#    -37     1       6.7062730534E-054
#    -37     2       5.6974678904E-053
#    -37     3       3.7969303877E-038
#    -37     4       9.4826112250E-050
#    -37     5       8.2977944529E-026
#    -37     6       1.0910513509E-053
#    -37     7       8.1765159269E-054
